text_num	time	text	label
1	19/06/01 19:26	공미적C발련아 수업열심히 들으면 뭐하냐고 수업때 이해도 못하겠는데 교수님한테 물어보니까 책에 다 나와있는 내용이라하고 아니 봐도 ㅈㄴ뭐라는지 모르겠으니까 물어보잖아연...하... 복습을 하려고 해도 교수님이 설명을 해도 모르겠는걸 혼자 봐도 1도 모르겠고 용어는 뭐 하나부터 열까지 토나오고 인터넷에 쳐봐도 뻘글만 나오고 아싸라서 친구들한테 물을 수도 없고 무슨 증명은 겁나 많네 아니 증명이름은 왜 영어야 빼아애ㅐㅐ애아가개ㅐ야야야야ㅑ갸가가이히히히히히히히ㅣ히히히ㅣㅎ히	1
2	19/06/01 19:26	쉰라면에 김치습햄볶음밥 조합어떻냐 짤려나?	1
3	19/06/01 19:26	안녕하세염 ㅎㅇㅎㅇ	1
4	19/06/01 19:24	아 양산사는거 개짜증난다 기숙사살긴 애매해서 통학하는데 맨날 막차때메 제대로 놀지도 못하고 고딩때 친구들은 너무 멀리 살고 ㅠㅠ	1
5	19/06/01 19:12	분실물 길가다가 시계도 되고 막 초록색 빛(?)도 나옵니다. 주인분 쪽지 주세요	1
6	19/06/01 19:10	오랜만에 애들이랑 화투치고싶다 고딩때 기숙사에서 많이 쳤는데 지금 룸메랑은 말도 안하니 원...오랜만에 고딩때칭구들 보고싶다	1
7	19/06/01 19:10	고등학교 재수했는데 굳이 동기들한테 말할 필요 없겠지?	1
8	19/06/01 19:10	여자들이 번따 한다고해서 기분나빠한다거나 그러진않겟지? 너무 내 이상형이라 한학기동안 바라만봣는데..	1
9	19/06/01 19:09	부먹충 특징) 부먹하는게 맛이 좋고 이런거보다 그냥 귀찮아서 붓는건데 뭔 담먹이야 ㅡㅡ 담먹이 더 귀찮아 찍먹보다	1
10	19/06/01 19:05	난 옛날에 부레에서 피티 받앗엇는데 여기저기 알아보고 홈페이지로 트레이너들 프로필 다보고동네헬스장 프로필 경력보면 진짜 어이없는거 많거든한국외대 축구부활동유소년 축구부 코치cpr 수료한줄이라도 더 늘리려고 뭐 이런거 적어놧음생체 2급 적어놓은것도 구라일확률 높다고 생각함폰팔다가 막 온거같이 생긴애들이 뭔 생체자격증을 땃겟어가뭄에 콩나듯이 대회 출전 경력있는 트레이너 가끔 한두명씩 있는곳도 있음.그런 사람들은 무조건 바디프로필 찍어서 올려놓지근데 부레 트레이너는 잡다한거 하나도 없이무슨 대회 1위무슨 대회 2위무슨 대회 1위이렇게만 딱 적어놓음와 진짜 이 트레이너가 진국이구나싶어서 가서배움. 심지어 가격도 쌋고확실히 운동은 존나 잘하더라가르치는것도 잘 가르치긴하는데내가 그걸로 돈값어치만큼의 무언가를 얻엇느냐고 하면 음..솔직히 가르쳐준거 다 까먹음내 머릿속에 아직도 남아있는 피티받을때 기억이"혹시 저랑같이 운동하시다가 몸에 이상이 있거나 아픈곳이 있다 싶으면 바로 발해주세요"..."선생님 머리가 너무 아픈데요""뇌가 보내는 가짜 신호에 속지마시고 자세 잡으세요"피티 그딴거 필요없더라 혼자서 운동을 할수있는 실력이 된다면 유튜브 ㄱㄱ양선수, 김준호 잘 가르쳐줌	1
11	19/06/01 19:02	찍먹은 양보가 없는듯 어떻게 하든지 찍어먹으려고 양보 안하는 꼬라지 역겹다	1
12	19/06/01 18:40	옮긴 헬스장 피티하는거 보는데 겪하게 어이없네 ㅋㅋ 운동해본적 잇나 싶은 어리버리 멸치트레이너가좀 뚱뚱하신분 데리고 로잉머신 하게하고 잇는데등은 전혀 안펴고 가슴 앞으로 만상태로 다리만 접엇다폇다하는데 아무말도 안하더라실장급쯤 되보이는 몸좋은 트레이너가 그 장면을 지나가다가 봣는데손님한테 안보이게 트레이너한테 살짝 귀띔이라도 해줄줄알앗는데 아무말안하고 그냥 지나가더라ot겸한 pt면 다행인데 설마 저게 돈받고 하는건아니겟지	1
13	19/06/01 18:33	대실영 고급 치신분등 지금까지 싸강 틀어놓기만 하다가 이제 슬슬 공부해여할꺼 같은데.. 혹시 치신분 중에서 어떤 식으로 문제 나오는지 아시는분 있나요?? 교재 다 외워야 한다든데.. 싸강도 하나씩 다 들어야 하나요 ㄷㄷ	1
14	19/06/01 18:30	니네 모솔남 보면 뭔생각드냐 ㅇ	1
15	19/06/01 18:29	나 고민있어 난 왜 좋아하는 여자한텐 찐따처럼 굴지 카톡으로도 말 잘 못하고 재미없는 얘기만 하고	1
16	19/06/01 18:29	미용실에서 시선 어디다가 둬? 1.거울의 내얼굴 2.거울의 내 머리3.눈감음4.기타	1
17	19/06/01 18:28	여자 모쏠 몇 살 까지 있어? 난 스물셋..ㅠㅠ	1
18	19/06/01 18:25	할일없는 백수형들 무료로 즐길수 잇는 알피지 하자 메이플 리부트 ㄱ다	1
19	19/06/01 18:18	미용실 아줌마랑 대화 줌 : 파마랑 염색하신거죠?나 : 아닌데요줌 : 곱슬이에요?나 : 네줌 : 염색도 안 한거에요?나 : 아뇨.당연히 염색은 한거죠줌 : 염색한 부분 머리가 많이 상했는데. 관리좀 해야되겠다. 집에서 한거죠.나 : 아니요. 여기서 한건데요	1
20	19/06/01 18:15	오늘 왠 체대 4학년 처럼 생긴 고딩 친구가 길 물어봄 나보고 갑자기 한 10미터 앞에서 ‘저기요’ 하길래 순간 뭐지싶었거든거의 바로 앞에서 ‘잠깐만요’ 하는데 나보고 ‘아동가족학과 어딨는지 아세요?’ 하는데 순간 너무 웃긴거야옷도 체육복차림이고 피부도 까매서 체대나 공대생일줄 알았는데ㅋㅋㅋㅋㅋㅋ근데 나 생활환경대? 어디있는지 몰라서 ‘저 공대생이라서 잘 몰라요’ 하니까 그냥 슥 가는거야 싸가지없게 ㅋㅋㅋㅋㅋㅋㅋㅋ최소한 ‘아 넵’ 이라도 하던가ㅋㅋㅋㅋㅋㅋㅋㅋ나중에 듣고 보니까 오픈캠퍼스? 온 고등학생이라더랔ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 개웃겨 그게 고딩이라니	1
21	19/06/01 20:29	지금 술먹을사람 오랜만에 술겜좀 할사람?ㅋㅋㅋ	1
22	19/06/01 20:28	양산 못지 않게 장산도.. 진짜 집에 돈 없어서 방 잡아달라 하기도 힘들고집에서 수업 75분전엔 나가야 빠듯하게 도착하고애매 그 자체 거리	1
23	19/06/01 20:24	월수 4시반 인행심 ㄱㅈㄹ 교수님 시험일 알려주셨나요? 독강인데 저번에 못가서 정보가 없어요 ㅠㅠ	1
24	19/06/01 20:22	경제학과 질문! 나중에 온 이사람들에게도이책에서 주장하는 내용 어떻게 생각하세요?	1
25	19/06/01 20:12	원가회계 망하신분 저만 그런가요 ㅎㅎ	1
26	19/06/01 20:11	얘들아.. 주말메이트 같은 건 없니 나 할 게 없어 너무 심심해	1
27	19/06/01 20:04	심심하다 뭐하지 할거없네	1
28	19/06/01 20:04	계절학기 1.5학점 들을바엔.... 안 듣는게 나을라나??	1
29	19/06/01 19:57	20대 청춘을 에타하면서 시간을 보내는구나 껄껄	1
30	19/06/01 19:52	학교건물 중 화장실 퀄리티 1등은? 본관? 엔씨? 어디가 젤 깨끗함?	1
31	19/06/01 19:49	청소 평소에 잘하자 아니면 온 집안 이름도 모르는 벌레들 똥천지될수 있음 본가에 벌레 없는 이유? 부모님이 쓸고닦고 다 해주셔서 그런 거	1
32	19/06/01 19:48	유로코 피자 XXXL 반반 하실 웅비학우분 계심까 ㅇㅇ;양이 너무 많어 혼자 다 먹기엔	1
33	19/06/01 19:46	맥주먹고싶은데 친구들이 다 집에 내려갔네	1
34	19/06/01 19:42	ㄴㅇㄱ 상상도 못한 정체..	1
35	19/06/01 19:41	챔스결승 4시에볼건데 그 시간에 배달되는치킨집잇나?	1
36	19/06/01 19:38	여잔데 펀치 900점대 나오는 사람? 진지하게 어케함?	1
37	19/06/01 19:37	침대비닐커버 NC 모던하우스나 버터에 팔까?!..	1
38	19/06/01 19:37	아침에 헬스갈라는데 아침먹고 가야해?? 갔다가 아침먹어야해??	1
39	19/06/01 19:36	나 양산 살아 1. 우산 말고 양산? 풉ㅋ2. 어디야?3. 아 통도사?4. ㅇㅋ	1
40	19/06/01 19:31	수학과 질문이요 하트 그릴때 리마송으로 그려요?	1
41	19/06/01 21:30	선진국인 프랑스의 동물보호에 대해 알아보자. 그만 알아보자... 아직 동아시아에선 너무 이른것 같다...	1
42	19/06/01 21:26	새도 자리잡는거 양심있게 하자 저번 중간고사기간에 한명이 먼저와서 4자리 잡는거 보고 기겁했다 기말에는 그러지 말자!!	1
43	19/06/01 21:25	경대역 해운대역 할증택시요금 얼마쯤 나오나여	1
44	19/06/01 21:24	중국어문법과활용 김현희교수님 수업 들으시는 분 계신가요 메일로 녹음한 파일 보내라고 하셨는데메일이 아무리 찾아도 안보이네요 ㅠㅠ아시는 분 꼭 좀 알려주시기 바랍니다 ㅠㅠ	1
45	19/06/01 21:23	여자골반 근데 골반이 그렇게 중요한거였음...? 난 솔직히 정상~약간 통통 수준이라 내몸매가 예쁘단 생각 전혀전허전혀 안하고 살았는데대학오고 딱 하루 긴치마입고오니까 요새 갑자기 몸매예쁘단 소리 되게 많이 듣네..뼈가 굵은게 한이었는데 뼈가 굵은 덕분에 골반이 크고 갈비뼈도 크다찌찌도 80B밖에 안되는데... 아 아님 애들이 착해서 예쁜 말만 해주는건가 흠...진짜 남자분들은 여자 몸매볼 때 골반 많이 보나요?	1
46	19/06/01 21:23	커피마셨는데 머리가 맑아진다와 개좋아	1
47	19/06/01 21:17	기생충 꿀잼이네 와	1
48	19/06/01 21:13	이 사진 술집 어딘지 아시는 분 부대 앞이라는데 어딘지 아시는 분 있나요~?~?	1
49	19/06/01 21:10	토소웅 코팩 쓰는사람 효과좋아?	1
50	19/06/01 21:09	lcb 나갈사람 ㅇㅅㅇ	1
51	19/06/01 21:08	꽃시장 이번주 월요일에 갈건데 혹시 미스티블루랑 장미 저랑 나누실 분 계신가요? 제가 사와서 n분의 일 하겠습니다! 그리고 다른 꽃종류 필요하시다면 사와드릴게요!	1
52	19/06/01 21:04	요즘 중고등학생 왜 카톡안쓰고 디엠이랑 페메쓰는건가요? 궁금하네요	1
